"loan_amnt","title","int_rate","term","loan_status","emp_length","home_ownership","annual_inc","dti","pub_rec","mo_sin_old_rev_tl_op","mo_sin_old_il_acct","total_acc","open_acc","mort_acc","delinq_2yrs","inq_last_12m","all_util","revol_util","revol_bal","tot_cur_bal","total_bal_ex_mort","grade"
25000,"Credit card refinancing",0.137986705335462," 36 months","Current","9+ years","RENT",47000,29.72,0,444,206,47,22,1,0,1,36,0.238,17686,35786,35786,"C"
18000,"Debt consolidation",0.111229634811077," 60 months","Current","6 years","MORTGAGE",80000,18.72,1,280,139,26,10,3,0,3,54,0.686,13722,349845,29274,"B"
6400,"Other",0.237145591178094," 36 months","Current","< 1 year","MORTGAGE",80000,4.17,0,129,18,15,11,2,1,3,49,0.129,1481,238768,12076,"E"
38000,"Debt consolidation",0.0670405080384109," 36 months","Current","9+ years","RENT",68000,27.06,0,203,172,22,12,0,0,1,51,0.589,39343,49783,49783,"A"
8000,"Debt consolidation",0.209186363309599," 36 months","Current","6 years","OWN",36000,7.23,0,49,0,4,4,0,0,0,88,0.88,5191,5191,5191,"D"
40000,"Debt consolidation",0.0679669706898741," 60 months","Current","9+ years","MORTGAGE",139256,29.4,0,278,276,42,19,6,0,8,48,0.386,191037,811098,283969,"A"
20000,"Debt consolidation",0.137689309140341," 60 months","Current","5 years","RENT",55000,10.12,0,142,123,33,17,4,0,2,28,0.134,5092,233268,13595,"C"
40000,"Debt consolidation",0.0653510882026982," 36 months","Current","3 years","MORTGAGE",117754,23.27,0,222,141,47,25,1,0,2,48,0.353,24313,387876,81338,"A"
12000,"Credit card refinancing",0.184081611129502," 60 months","Current","9+ years","RENT",24000,10.3,1,94,0,17,15,0,0,1,18,0.179,6296,6296,6296,"D"
6000,"Debt consolidation",0.238553995656199," 36 months","Current","3 years","RENT",48006,34.15,0,120,116,37,24,0,0,1,99,0.22,5313,170331,170331,"E"
25250,"Debt consolidation",0.119091595378704," 60 months","Current","9+ years","RENT",165000,11.88,0,128,162,14,9,0,0,1,53,0.093,2690,53346,53346,"B"
19000,"Home improvement",0.084363863499579," 36 months","Current","2 years","MORTGAGE",222716,11.59,0,308,337,20,13,2,0,2,62,0.664,32138,183435,57315,"A"
15000,"Credit card refinancing",0.0686833207377," 36 months","Current","7 years","MORTGAGE",68500,23.44,1,225,147,40,18,3,0,7,77,0.61,19039,124265,56486,"A"
1800,"Debt consolidation",0.110995461355243," 36 months","Current","9+ years","MORTGAGE",32000,15.15,1,213,150,24,11,2,0,5,14,0.118,2325,3880,3880,"B"
6000,"Credit card refinancing",0.0664631495356094," 36 months","Current","6 years","RENT",26000,21.56,0,107,153,17,9,1,0,5,64,0.211,3689,147431,25289,"A"
27000,"Debt consolidation",0.074540050665522," 36 months","Current","6 years","RENT",72000,37.05,0,70,97,25,10,0,0,0,46,0.25,13236,111230,111230,"A"
7200,"Debt consolidation",0.0612214718414703," 36 months","Current","6 years","OWN",135000,3.83,0,151,25,6,2,0,0,1,26,0.078,1804,9340,9340,"A"
14000,"Debt consolidation",0.0650261015969096," 36 months","Current","9+ years","MORTGAGE",120000,12.55,1,100,139,30,14,3,0,1,46,0.444,16620,93057,31855,"A"
15500,"Credit card refinancing",0.145765186891123," 60 months","Current","7 years","MORTGAGE",80000,17.6,0,130,46,19,9,2,0,2,56,0.563,10756,411599,55749,"C"
25000,"Debt consolidation",0.0856608878624626," 36 months","Current","3 years","MORTGAGE",121000,3.71,0,71,147,14,9,0,0,0,2,0.025,524,36166,36166,"A"
12000,"Credit card refinancing",0.174591458637291," 36 months","Current","< 1 year","RENT",85000,20.7,0,582,65,28,16,0,0,3,44,0.512,44838,47585,47585,"C"
10000,"Debt consolidation",0.161479421447357," 36 months","Current","3 years","MORTGAGE",60500,9.88,0,95,0,11,9,1,1,3,86,0.857,15678,266987,15678,"C"
10000,"Debt consolidation",0.139468333503837," 36 months","Current","3 years","RENT",37000,30.13,0,139,150,34,18,0,0,7,17,0.094,4343,44159,44159,"C"
40000,"Credit card refinancing",0.0832137486485066," 60 months","Current","< 1 year","MORTGAGE",140000,20.54,0,163,137,47,23,2,1,2,74,0.457,40720,269721,205641,"A"
14500,"Debt consolidation",0.10226585295978," 36 months","Current","9+ years","MORTGAGE",63000,12.86,0,110,108,26,12,0,0,1,67,0.667,51372,51372,51372,"B"
11000,"Major purchase",0.0779835380771197," 36 months","Current","4 years","OWN",50000,7.68,0,209,73,5,3,0,0,0,21,0,0,3652,3652,"A"
2000,"Other",0.111684837876144," 36 months","Current","9+ years","RENT",70000,27.17,0,140,54,27,15,0,0,3,44,0.149,8251,42941,42941,"B"
10000,"Debt consolidation",0.184267876777146," 36 months","Current","< 1 year","RENT",32000,29.59,0,133,136,11,7,0,0,0,79,0.7,24920,35131,35131,"D"
5000,"Credit card refinancing",0.0874369089879561," 36 months","Current","9+ years","MORTGAGE",81000,19.88,0,341,95,19,12,2,1,0,60,0.616,37663,278626,48686,"A"
25000,"Other",0.079476558119501," 36 months","Current","9+ years","RENT",98000,18.36,0,263,268,33,13,0,0,0,59,0.49,15533,85436,85436,"A"
7500,"Debt consolidation",0.0651360014161561," 36 months","Current","3 years","RENT",36000,38.5,1,218,154,27,8,3,0,1,56,0.334,7357,55246,55246,"A"
35000,"Home improvement",0.108784593004081," 36 months","Current","1 year","MORTGAGE",140000,13,0,99,86,15,6,2,0,3,10,0.094,1516,171633,75228,"B"
20000,"Debt consolidation",0.0756286329209339," 36 months","Current","4 years","RENT",180000,12.98,0,247,143,36,12,3,0,1,40,0.311,37487,236851,73161,"A"
35000,"Debt consolidation",0.104332868798706," 60 months","Current","3 years","RENT",109000,11.76,0,134,145,32,19,0,0,1,35,0.072,9095,63155,63155,"B"
27000,"Debt consolidation",0.166536718305061," 60 months","Current","3 years","OWN",47481,27.88,1,72,89,29,18,0,0,2,53,0.389,16416,42180,42180,"C"
3000,"Debt consolidation",0.0857535584179917," 36 months","Current","4 years","MORTGAGE",22880,5.93,0,270,160,16,9,3,1,1,51,0.505,3033,154850,3033,"A"
10000,"Credit card refinancing",0.114599337587389," 36 months","Current","2 years","RENT",50000,23.33,0,135,26,10,9,0,0,1,68,0.866,9262,30520,30520,"B"
10000,"Debt consolidation",0.145091906070639," 60 months","Current","1 year","RENT",62400,11.62,1,83,129,19,11,0,0,0,58,0.609,14567,15230,15230,"C"
10000,"Credit card refinancing",0.107850866656913," 36 months","Current","< 1 year","MORTGAGE",165000,8.99,0,258,156,22,15,0,0,0,45,0.335,4995,70087,70087,"B"
13000,"Debt consolidation",0.247018632530165," 60 months","Current","9+ years","RENT",130000,24.53,0,199,224,29,12,0,0,1,83,0.938,59464,102830,102830,"E"
20000,"Debt consolidation",0.119745084010996," 60 months","Current","5 years","MORTGAGE",70000,36.77,0,136,154,52,23,1,0,2,50,0.168,6322,176054,88969,"B"
5000,"Credit card refinancing",0.077849938986497," 36 months","Current","1 year","RENT",50000,17.79,0,125,135,24,15,0,0,1,41,0.221,7282,27054,27054,"A"
12000,"Home improvement",0.225100533845252," 36 months","Current","1 year","MORTGAGE",110000,4.54,0,113,131,22,6,1,0,4,93,0.809,10517,463734,36262,"D"
4000,"Debt consolidation",0.111461080883769," 36 months","Current","3 years","MORTGAGE",50000,12.84,0,88,8,9,4,1,1,6,49,0.104,2506,136737,21290,"B"
24000,"Debt consolidation",0.119267270557," 60 months","Current","2 years","OWN",65000,31.85,0,65,44,13,11,1,0,0,33,0.298,9112,113387,113387,"B"
18000,"Credit card refinancing",0.121121223915485," 60 months","Current","6 years","RENT",75000,19.12,0,149,96,28,12,0,0,1,73,0.817,14861,36396,36396,"B"
9600,"Debt consolidation",0.0891082320839865," 36 months","Current","2 years","RENT",70000,21.14,0,109,58,20,13,1,0,4,39,0.167,2891,191002,24867,"A"
20000,"Debt consolidation",0.120780581190949," 60 months","Current","3 years","MORTGAGE",62000,17.56,1,191,156,25,12,1,0,1,40,0.363,10929,95844,21809,"B"
10000,"Debt consolidation",0.151563644705736," 36 months","Current","6 years","MORTGAGE",66454,24.49,0,46,162,19,7,6,0,0,70,0.979,6856,182782,36870,"C"
12000,"Credit card refinancing",0.122086056340719," 36 months","Current","9+ years","MORTGAGE",145000,13.84,0,128,110,25,13,5,0,2,56,0.471,16802,224581,45651,"B"
21000,"Debt consolidation",0.180266380463424," 60 months","Current","2 years","MORTGAGE",130000,22.77,0,67,178,27,16,1,1,1,73,0.19,4553,377682,88101,"D"
15000,"Credit card refinancing",0.121354601714294," 36 months","Current","5 years","OWN",1e+05,17.95,1,327,64,19,11,0,1,2,55,0.558,19372,41498,41498,"B"
8000,"Other",0.113933553484059," 36 months","Current","1 year","MORTGAGE",40000,5.76,0,46,84,8,5,1,0,1,31,0.106,1078,120161,4711,"B"
25000,"Debt consolidation",0.085963689130242," 60 months","Current","5 years","MORTGAGE",80000,13.95,0,76,105,24,12,2,0,1,47,0.338,14267,303411,62995,"A"
7500,"Debt consolidation",0.0828886591470567," 36 months","Current","9+ years","MORTGAGE",96000,6.44,0,252,147,18,7,3,2,3,66,0.436,7367,156009,23305,"A"
30000,"Home buying",0.152149769117055," 36 months","Current","< 1 year","OWN",110000,16.63,0,135,106,32,19,0,1,10,47,0.289,33008,105351,105351,"C"
3025,"Debt consolidation",0.114273038947512," 36 months","Current","9+ years","OWN",62000,32.52,0,320,130,31,17,2,0,2,49,0.505,51370,64949,64949,"B"
15000,"Debt consolidation",0.13412933587837," 60 months","Current","9+ years","MORTGAGE",135000,21.2,0,277,136,43,16,5,1,0,57,0.515,19793,290084,74913,"B"
29000,"Debt consolidation",0.0763647896060953," 60 months","Current","< 1 year","MORTGAGE",83000,17.18,0,192,123,24,7,4,1,1,46,0.458,17679,199091,47015,"A"
5000,"Debt consolidation",0.147104683873639," 36 months","Current","3 years","MORTGAGE",130000,5.5,1,126,106,28,7,1,0,7,24,0.117,3105,12201,12201,"C"
7500,"Debt consolidation",0.118059767031483," 36 months","Current","1 year","RENT",52000,5.65,1,244,82,10,5,0,0,1,60,0.6,7625,7625,7625,"B"
20000,"Credit card refinancing",0.155532245471305," 36 months","Current","9+ years","RENT",120000,26.37,0,96,75,22,12,0,0,0,59,0.723,14676,65864,65864,"C"
10000,"Credit card refinancing",0.135288897135248," 60 months","Current","6 years","MORTGAGE",50000,9.26,0,209,143,8,4,3,0,0,70,0.695,6813,156203,6813,"B"
30000,"Debt consolidation",0.273891427868209," 60 months","Current","9+ years","RENT",68000,16.54,0,181,136,33,17,0,0,5,79,0.794,50114,55186,55186,"E"
20000,"Debt consolidation",0.0836649144177558," 60 months","Current","9+ years","MORTGAGE",92000,15.13,0,203,104,28,16,4,0,0,56,0.328,15570,374460,47905,"A"
12000,"Debt consolidation",0.137435527829127," 60 months","Current","4 years","OWN",111000,14.45,0,287,149,27,7,2,3,0,64,0.879,24362,41210,41210,"C"
12000,"Debt consolidation",0.169610816580383," 36 months","Current","5 years","MORTGAGE",120000,15.69,0,223,171,27,7,2,0,2,91,0.91,8287,243610,91381,"C"
30000,"Credit card refinancing",0.107613914993405," 36 months","Current","9+ years","MORTGAGE",226580,17.12,0,282,200,55,18,6,0,3,59,0.437,39949,146198,146198,"B"
35000,"Debt consolidation",0.193334476424824," 60 months","Current","1 year","MORTGAGE",182000,11.46,0,305,126,16,9,4,2,0,40,0.827,12488,330411,42564,"D"
40000,"Debt consolidation",0.107337437462923," 36 months","Current","4 years","MORTGAGE",111000,25.93,1,51,103,25,13,2,0,4,55,0.421,9808,262236,89541,"B"
15500,"Credit card refinancing",0.132645040159184," 60 months","Current","9+ years","MORTGAGE",52500,24.27,0,79,72,22,13,3,0,2,58,0.402,16153,186896,53485,"B"
17600,"Debt consolidation",0.108304536993895," 60 months","Current","< 1 year","OWN",86000,23.79,0,229,145,32,13,0,0,2,77,0.144,15512,82122,82122,"B"
11000,"Credit card refinancing",0.0906333618187578," 60 months","Current","9+ years","RENT",42000,10.23,0,132,58,23,11,5,0,2,33,0.331,14957,14957,14957,"A"
30000,"Credit card refinancing",0.0728441371659748," 36 months","Current","< 1 year","MORTGAGE",80000,21.65,0,370,192,27,13,4,0,0,73,0.729,58461,195955,58461,"A"
25000,"Debt consolidation",0.277503848243318," 36 months","Current","< 1 year","MORTGAGE",62600,23.98,0,183,170,25,13,1,0,0,61,0.767,36512,217461,58935,"E"
10000,"Medical expenses",0.129459308909671," 36 months","Late","9+ years","MORTGAGE",53000,21.15,1,132,141,31,18,1,0,10,45,0.351,16185,96857,27333,"B"
5600,"Credit card refinancing",0.172471404334554," 36 months","Current","9+ years","OWN",39000,18.22,0,205,173,15,7,0,0,3,47,0.22,3276,13255,13255,"C"
6400,"Debt consolidation",0.0838268496088916," 36 months","Current","< 1 year","MORTGAGE",55000,13.9,1,218,124,22,11,1,0,2,21,0.027,780,9745,9745,"A"
25000,"Debt consolidation",0.146919202184933," 60 months","Current","4 years","MORTGAGE",105000,17.09,0,94,85,23,13,1,1,1,60,0.505,18829,377099,57252,"C"
27375,"Debt consolidation",0.110152282485669," 60 months","Current","1 year","MORTGAGE",180000,22.72,0,208,212,52,22,5,0,3,38,0.134,13160,778222,161726,"B"
1000,"Other",0.237761227282579," 36 months","Current","4 years","OWN",60000,19.68,0,171,210,32,11,2,1,3,76,0.73,15320,27290,27290,"E"
13500,"Debt consolidation",0.111380254659033," 60 months","Current","5 years","RENT",41184,31.39,0,389,226,26,6,4,0,0,64,0.642,23825,39816,39816,"B"
11000,"Credit card refinancing",0.0736718276668573," 36 months","Current","1 year","OWN",55000,32.33,0,146,136,20,8,0,0,2,74,0.285,6786,60364,60364,"A"
40000,"Debt consolidation",0.0624244205148658," 36 months","Current","< 1 year","OWN",450000,13.35,0,378,236,37,22,1,1,2,23,0.231,101573,147650,147650,"A"
10000,"Debt consolidation",0.213518410981377," 60 months","Current","4 years","RENT",41000,5.91,0,184,0,11,8,0,1,0,60,0.599,4969,4969,4969,"D"
6800,"Debt consolidation",0.083781151562673," 36 months","Current","9+ years","RENT",68000,14.86,0,83,181,7,5,0,0,1,73,0.73,5139,14157,14157,"A"
33000,"Debt consolidation",0.165939136025938," 60 months","Current","1 year","RENT",60000,21.8,0,119,133,14,7,0,0,0,64,0.522,15857,35508,35508,"C"
16000,"Credit card refinancing",0.166721443996043," 36 months","Current","5 years","RENT",85000,11.8,0,144,146,13,8,0,0,0,55,0.459,14308,27126,27126,"C"
10000,"Debt consolidation",0.277897394683841," 60 months","Current","9+ years","MORTGAGE",40000,33.51,0,468,172,24,7,2,2,0,52,0.937,17529,57530,57530,"E"
18000,"Debt consolidation",0.107222574895644," 60 months","Current","9+ years","MORTGAGE",90000,4.05,1,181,94,18,8,2,0,1,33,0.326,8608,347918,8608,"B"
15000,"Debt consolidation",0.13276916888433," 36 months","Current","2 years","RENT",35000,23.79,0,66,62,11,8,0,0,0,41,0.41,26095,26095,26095,"B"
32000,"Debt consolidation",0.119003926185309," 60 months","Current","3 years","MORTGAGE",116000,17.2,0,147,125,26,9,5,0,3,84,0.825,40023,634602,75741,"B"
28000,"Debt consolidation",0.162359893767955," 36 months","Current","1 year","RENT",60000,14.88,0,67,139,27,15,0,0,1,77,0.716,20253,34242,34242,"C"
18000,"Credit card refinancing",0.152172220757976," 60 months","Current","1 year","RENT",58000,34.55,0,83,59,24,11,0,0,2,36,0.229,9722,40725,40725,"C"
5000,"Credit card refinancing",0.109189639186999," 36 months","Current","< 1 year","OWN",60000,8.3,0,43,204,7,4,0,1,0,48,0.606,3817,9984,9984,"B"
4000,"Medical expenses",0.118114571925835," 36 months","Current","< 1 year","MORTGAGE",32000,20.37,1,143,53,20,14,1,0,3,25,0.014,504,121209,12853,"B"
25000,"Credit card refinancing",0.131887027585949," 60 months","Current","9+ years","MORTGAGE",67000,29.92,0,189,170,20,10,2,0,1,82,0.824,31563,190568,66213,"B"
4000,"Credit card refinancing",0.121853008467588," 36 months","Current","4 years","RENT",39000,23.57,0,46,53,15,13,0,0,2,54,0.406,6577,22858,22858,"B"
28000,"Credit card refinancing",0.0836441517417319," 36 months","Current","< 1 year","MORTGAGE",50000,17.57,0,90,126,12,8,2,0,0,91,0.905,26062,26062,26062,"A"
11000,"Debt consolidation",0.0649380971266888," 36 months","Current","9+ years","MORTGAGE",48000,29.88,0,169,167,25,18,1,0,0,27,0.185,8008,224795,25621,"A"
21500,"Credit card refinancing",0.0748853744830005," 36 months","Current","8 years","MORTGAGE",160000,27.33,0,272,77,18,12,3,0,2,63,0.621,93750,386937,139298,"A"
15000,"Credit card refinancing",0.164294746766309," 60 months","Current","1 year","RENT",65000,12.87,0,34,62,9,7,0,0,1,80,0.53,5775,41516,41516,"C"
23075,"Debt consolidation",0.14868705240211," 60 months","Current","3 years","MORTGAGE",147000,14.84,0,95,82,18,14,1,0,2,55,0.494,20648,533857,60947,"C"
14000,"Debt consolidation",0.211664480886748," 36 months","Current","2 years","RENT",35000,18.38,0,326,138,22,8,0,1,0,43,0.392,12773,17487,17487,"D"
10000,"Debt consolidation",0.116358887980576," 36 months","Current","5 years","RENT",50000,7.9,0,105,26,9,7,0,0,3,61,0.413,1858,10519,10519,"B"
10000,"Credit card refinancing",0.0670752123154467," 36 months","Current","3 years","RENT",95000,4.98,0,90,121,18,9,1,2,0,54,0.626,9885,12200,12200,"A"
10500,"Credit card refinancing",0.0749019205349265," 36 months","Current","< 1 year","MORTGAGE",59000,6.37,0,335,109,36,18,3,1,2,30,0.3,13094,311673,76000,"A"
20000,"Credit card refinancing",0.151323881209758," 36 months","Current","4 years","RENT",31502,23.92,0,147,134,18,12,0,0,0,60,0.599,19159,19159,19159,"C"
13000,"Debt consolidation",0.0779254295123043," 36 months","Current","7 years","RENT",85000,19.23,1,269,149,21,12,0,0,0,31,0.311,10777,48942,48942,"A"
10000,"Other",0.151853366106562," 36 months","Current","8 years","RENT",35000,31.07,0,122,114,22,15,0,0,3,40,0.257,6346,23576,23576,"C"
20000,"Credit card refinancing",0.144731130678835," 60 months","Current","9+ years","MORTGAGE",154000,16.29,0,278,177,45,32,5,1,3,62,0.101,11039,852629,251942,"C"
5000,"Debt consolidation",0.0636247607700294," 36 months","Current","2 years","MORTGAGE",65000,5.06,0,156,129,23,11,3,0,0,16,0.16,8293,175847,8293,"A"
33000,"Debt consolidation",0.0871178545848001," 60 months","Current","1 year","MORTGAGE",122000,15.41,1,94,151,44,14,11,0,10,54,0.284,25833,699870,98591,"A"
2000,"Debt consolidation",0.236375536443316," 36 months","Current","1 year","OWN",72000,11.5,0,89,78,7,4,0,0,2,90,0.976,5077,26434,26434,"E"
8800,"Debt consolidation",0.110045641849446," 36 months","Current","3 years","MORTGAGE",80000,6.53,1,179,127,22,7,1,0,5,48,0.163,5217,26159,26159,"B"
20000,"Debt consolidation",0.225088541185134," 60 months","Current","9+ years","MORTGAGE",62000,13.26,0,133,131,23,11,0,0,2,61,0.673,7947,12954,12954,"D"
22000,"Debt consolidation",0.202807454586425," 36 months","Current","9+ years","RENT",102000,27.68,0,236,147,25,18,0,0,0,52,0.427,36523,75603,75603,"D"
2000,"Credit card refinancing",0.111116087198071," 36 months","Current","2 years","RENT",36000,24.97,0,20,94,10,6,0,0,0,58,0.576,2996,37829,37829,"B"
23000,"Credit card refinancing",0.107697146779578," 36 months","Current","1 year","RENT",80000,5.07,0,64,0,13,5,0,0,7,53,0.532,11711,11711,11711,"B"
5500,"Other",0.181557314552763," 36 months","Current","9+ years","MORTGAGE",43000,19.68,1,69,125,25,11,2,0,0,32,0.381,4539,243743,68917,"D"
20000,"Debt consolidation",0.0698418941806536," 36 months","Current","< 1 year","MORTGAGE",1e+05,17.48,1,191,177,21,13,2,0,0,54,0.607,28536,557280,43800,"A"
7000,"Credit card refinancing",0.110913277492416," 36 months","Current","3 years","RENT",45000,19.39,0,37,18,10,8,0,0,0,79,0.686,7544,26023,26023,"B"
25000,"Debt consolidation",0.120794524763711," 60 months","Current","3 years","MORTGAGE",145000,15.65,0,155,148,25,15,3,1,1,70,0.7,61916,215280,75809,"B"
6000,"Car financing",0.21181831482097," 36 months","Current","8 years","RENT",23000,23.12,1,86,123,22,10,0,0,2,54,0.303,5247,16271,16271,"D"
5250,"Credit card refinancing",0.204655254736473," 36 months","Current","9+ years","MORTGAGE",88000,37.47,0,201,70,26,16,1,0,2,41,0.41,13102,608023,290617,"D"
23000,"Credit card refinancing",0.0618424044798827," 36 months","Current","< 1 year","OWN",95000,16.92,1,57,171,19,14,1,0,0,60,0.596,27172,38645,38645,"A"
5000,"Debt consolidation",0.145745014217845," 36 months","Current","9+ years","MORTGAGE",83000,11.25,0,161,161,18,11,3,1,1,41,0.308,12304,395903,28062,"C"
40000,"Credit card refinancing",0.0651274852729635," 36 months","Current","5 years","RENT",125000,8.05,0,135,85,22,12,0,0,1,31,0.308,45635,45635,45635,"A"
10000,"Major purchase",0.115541525960108," 36 months","Current","5 years","RENT",130000,16.58,0,127,34,23,17,0,0,1,45,0.358,26936,54284,54284,"B"
3000,"Credit card refinancing",0.10663598195063," 36 months","Current","9+ years","MORTGAGE",25000,22.08,0,90,156,18,8,2,0,0,63,0,0,125348,19129,"B"
40000,"Debt consolidation",0.061123233580403," 36 months","Current","9+ years","MORTGAGE",160000,18.53,0,194,162,27,16,1,0,2,48,0.403,73409,103645,103645,"A"
9925,"Credit card refinancing",0.166077826584084," 36 months","Current","< 1 year","MORTGAGE",65000,25.11,1,169,127,29,10,1,0,10,69,0.655,9897,41355,41355,"C"
8400,"Debt consolidation",0.0741548730503302," 36 months","Current","< 1 year","RENT",105000,14.14,0,132,81,18,8,0,0,0,49,0.258,7473,45255,45255,"A"
18000,"Debt consolidation",0.21148810365235," 60 months","Current","2 years","RENT",167000,29.38,0,66,191,28,17,0,0,0,74,0.649,18162,188545,188545,"D"
32800,"Credit card refinancing",0.104247167669889," 60 months","Current","9+ years","MORTGAGE",80000,20.42,0,173,164,19,11,2,0,0,81,0.807,26713,124619,63310,"B"
12500,"Debt consolidation",0.194741437817435," 60 months","Current","9+ years","MORTGAGE",80000,25.28,0,169,123,60,13,4,0,9,53,0.429,11018,435739,76380,"D"
5000,"Credit card refinancing",0.102243602223415," 36 months","Current","9+ years","RENT",61000,12.12,0,19,66,9,8,0,0,2,70,0.33,3237,24682,24682,"B"
20000,"Debt consolidation",0.117866451925738," 60 months","Current","9+ years","RENT",73300,19.24,0,117,59,40,33,0,0,1,38,0.353,22471,26091,26091,"B"
8000,"Business",0.118371892885771," 36 months","Current","9+ years","RENT",60000,32.1,0,214,123,13,8,0,0,1,52,0.258,5630,36046,36046,"B"
30000,"Credit card refinancing",0.276703788603121," 60 months","Current","5 years","MORTGAGE",175000,25.15,0,200,157,33,18,3,0,6,66,0.81,77619,128805,128805,"E"
15000,"Debt consolidation",0.2029452300695," 60 months","Current","9+ years","OWN",45000,20.99,0,250,147,32,14,1,1,0,71,0.467,18652,39268,39268,"D"
30000,"Debt consolidation",0.180403115570359," 60 months","Current","4 years","MORTGAGE",78000,29.37,0,154,141,72,17,3,0,1,73,0.611,19004,350772,202277,"D"
24000,"Credit card refinancing",0.114385705131013," 36 months","Current","< 1 year","OWN",50000,31.3,0,120,105,12,8,0,0,0,45,0.635,17008,29761,29761,"B"
19300,"Credit card refinancing",0.0843835330195492," 60 months","Current","6 years","MORTGAGE",93000,25.85,0,160,194,38,8,1,0,1,57,0.544,36530,95293,95293,"A"
30000,"Business",0.182558626805479," 36 months","Current","< 1 year","RENT",90000,8.43,0,147,26,15,10,0,0,1,53,0.543,15032,16883,16883,"D"
18000,"Debt consolidation",0.211052308312943," 60 months","Current","1 year","MORTGAGE",45000,13.79,0,49,119,11,4,1,0,9,94,0.391,1055,170039,31553,"D"
35000,"Debt consolidation",0.228327762475354," 60 months","Current","1 year","MORTGAGE",305000,16.46,1,281,133,43,23,2,0,11,72,0.812,93537,753753,129554,"D"
6000,"Debt consolidation",0.151324332989217," 36 months","Current","5 years","RENT",30000,13.64,0,49,97,14,10,0,0,2,37,0.194,6270,17558,17558,"C"
30000,"Debt consolidation",0.132921996490168," 60 months","Current","9+ years","RENT",65000,24.58,0,109,178,20,14,0,0,1,51,0.585,24637,33041,33041,"B"
6025,"Medical expenses",0.180625197803183," 36 months","Current","< 1 year","RENT",75000,12.06,0,480,244,21,11,0,6,0,43,0.33,5616,16967,16967,"D"
10000,"Home buying",0.153764199800952," 36 months","Current","3 years","RENT",80000,0,0,184,0,2,1,0,0,0,0,0,0,0,0,"C"
25000,"Credit card refinancing",0.184012337561627," 60 months","Current","9+ years","MORTGAGE",105000,5.99,0,95,171,22,10,2,0,1,88,0.983,17302,362330,42363,"D"
12000,"Debt consolidation",0.0815775520687224," 36 months","Current","9+ years","RENT",50000,14.95,0,111,28,13,11,0,1,0,42,0.201,3968,14276,14276,"A"
9000,"Credit card refinancing",0.13704333116163," 36 months","Current","< 1 year","RENT",150000,8.39,0,59,51,9,8,0,0,1,76,0.846,8375,42228,42228,"C"
5000,"Other",0.190216486035823," 36 months","Current","5 years","RENT",36000,6.7,0,27,150,9,6,1,0,0,32,0.322,4184,4184,4184,"D"
4950,"Credit card refinancing",0.130634393090103," 36 months","Current","1 year","RENT",28000,24.43,0,59,95,11,8,0,0,2,82,0.492,4428,31875,31875,"B"
8000,"Debt consolidation",0.164229946590587," 36 months","Current","9+ years","MORTGAGE",103000,10.96,0,268,75,22,9,5,0,0,84,0.756,13156,420353,53411,"C"
16000,"Credit card refinancing",0.0867651830661111," 36 months","Current","< 1 year","MORTGAGE",46800,24.95,0,180,124,13,9,0,0,3,61,0.8,10395,33254,33254,"A"
10000,"Credit card refinancing",0.209078936848883," 36 months","Current","9+ years","MORTGAGE",51000,20.87,0,297,176,11,6,2,1,0,95,0.952,18090,181032,45947,"D"
16000,"Debt consolidation",0.150685993591603," 60 months","Current","1 year","RENT",117500,20.68,0,278,267,15,7,0,0,2,71,0.923,28692,142662,142662,"C"
4000,"Major purchase",0.105021993291052," 36 months","Current","< 1 year","MORTGAGE",62000,11.36,0,61,25,8,6,2,0,1,38,0.187,6359,207561,23525,"B"
22000,"Credit card refinancing",0.120322293393547," 60 months","Current","9+ years","MORTGAGE",125000,14.39,0,160,173,24,10,1,0,1,57,0.511,23066,100066,61797,"B"
20000,"Credit card refinancing",0.106642675577151," 60 months","Current","5 years","MORTGAGE",84000,28.59,0,305,148,18,11,2,1,1,67,0.747,21368,73526,73526,"B"
14000,"Debt consolidation",0.0924944387907395," 36 months","Current","7 years","MORTGAGE",60000,30.7,0,166,119,30,8,1,0,1,92,0.484,7698,141491,68122,"A"
25000,"Debt consolidation",0.181731447534449," 60 months","Current","5 years","RENT",82000,17.36,0,143,28,11,8,1,0,0,86,0.858,16309,60931,60931,"D"
15000,"Debt consolidation",0.226594503175351," 60 months","Current","3 years","MORTGAGE",58000,9.19,0,228,156,13,7,1,0,0,74,0.823,8637,16331,16331,"D"
4600,"Home improvement",0.256618258442124," 36 months","Current","< 1 year","RENT",38800,37.92,0,54,139,10,6,0,0,1,25,0.155,1241,41135,41135,"E"
15000,"Debt consolidation",0.0699276622447884," 36 months","Current","1 year","OWN",70000,28.8,0,201,159,31,13,1,1,0,79,0.635,12328,64243,64243,"A"
12000,"Debt consolidation",0.0810571552170208," 36 months","Current","< 1 year","RENT",22000,12.17,0,47,30,9,8,0,0,4,4,0.006,116,999,999,"A"
6000,"Debt consolidation",0.0773655676575378," 36 months","Current","9+ years","MORTGAGE",45000,20.24,1,131,128,19,8,4,0,2,54,0.104,2316,150185,31061,"A"
13000,"Other",0.0695369696574518," 36 months","Current","6 years","RENT",67600,34.71,0,105,100,27,14,0,0,1,31,0.29,16477,32338,32338,"A"
1200,"Home buying",0.132515111948899," 36 months","Current","5 years","RENT",40000,8.97,0,113,7,8,6,0,0,1,35,0.138,1575,6425,6425,"B"
